transaction_amount,avg_amount_30d,amount_to_avg_ratio,account_age_days,previous_chargebacks,tx_last_1h,tx_last_24h,transaction_hour,is_night_transaction,is_international,is_high_risk_merchant,merchant_category,country,device_type,TX_FRAUD
255.75,51.72,4.9448,114,0,0,6,7,0,1,0,grocery,AE,mobile,0
58.85,95.19,0.6183,410,1,0,13,0,1,0,0,casino,US,mobile,0
33.09,66.79,0.4955,388,0,1,1,20,0,0,0,fuel,US,tablet,0
77.82,86.33,0.9015,772,0,2,4,14,0,1,0,restaurant,FR,mobile,0
204.92,68.59,2.9878,420,0,1,8,16,0,1,0,electronics,SG,mobile,0
498.54,57.33,8.6961,240,0,0,5,7,0,1,0,fuel,UK,mobile,0
105.73,70.61,1.4975,20,0,3,5,15,0,1,0,restaurant,FR,mobile,0
122.46,103.08,1.188,30,0,1,5,16,0,0,1,electronics,US,mobile,0
144.45,32.09,4.5009,26,0,1,11,20,0,0,0,restaurant,US,mobile,0
112.42,92.46,1.2159,1270,1,0,6,18,0,1,0,grocery,AE,mobile,0
101.07,82.13,1.2307,224,0,3,2,8,0,1,0,digital,AE,tablet,0
24.52,27.68,0.8858,63,0,1,5,11,0,0,0,fuel,US,mobile,0
181.26,30.04,6.0339,166,0,0,5,19,0,1,1,travel,BR,tablet,0
113.47,132.14,0.8587,393,0,0,5,18,0,0,0,fashion,US,desktop,0
62.97,34.13,1.845,36,0,0,14,18,0,0,0,electronics,US,mobile,0
80.61,74.51,1.0819,87,0,0,4,19,0,1,0,restaurant,DE,mobile,0
24.08,33.91,0.7102,157,0,1,5,5,1,1,0,financial,IN,tablet,0
37.49,70.36,0.5328,298,0,2,3,7,0,0,0,fuel,US,mobile,0
212.86,25.14,8.4664,328,0,0,7,21,0,1,0,financial,IN,desktop,0
147.99,93.28,1.5865,350,0,1,5,16,0,1,0,food_delivery,UK,tablet,0
88.92,36.24,2.4538,34,0,3,5,13,0,0,0,travel,US,mobile,0
36.73,56.41,0.6511,905,0,1,8,12,0,0,0,fuel,US,desktop,0
26.99,77.66,0.3476,790,0,1,8,6,0,1,0,grocery,SG,mobile,0
22.7,92.75,0.2447,329,0,0,4,22,1,1,0,restaurant,CA,mobile,0
113.24,179.19,0.632,425,1,2,6,15,0,1,0,electronics,CA,desktop,0
62.03,129.78,0.478,34,1,1,8,10,0,1,0,restaurant,DE,desktop,0
74.18,63.51,1.168,75,0,3,6,10,0,1,0,grocery,CA,tablet,0
62.27,34.16,1.8231,615,0,1,5,22,1,1,0,fuel,AU,pos,0
55.4,57.75,0.9594,1220,0,0,2,19,0,1,0,grocery,IN,mobile,0
40.48,96.18,0.4209,99,1,0,3,21,0,1,0,restaurant,IN,mobile,0
110.61,54.21,2.0404,288,0,1,4,9,0,1,0,fuel,UK,mobile,0
37.96,85.25,0.4453,274,0,1,9,20,0,0,0,grocery,US,desktop,0
38.92,62.87,0.6191,26,0,1,2,18,0,0,0,grocery,US,mobile,0
85.44,241.93,0.3531,142,0,0,10,15,0,1,0,restaurant,CA,mobile,0
44.5,24.39,1.8242,469,0,0,7,23,1,1,0,fashion,IN,mobile,0
25.2,131.14,0.1921,94,0,0,5,18,0,0,0,financial,US,desktop,0
189.73,56.59,3.3525,406,1,1,5,13,0,1,0,restaurant,SG,mobile,0
31.69,52.34,0.6055,365,0,0,8,14,0,1,0,travel,BR,mobile,0
69.87,82.47,0.8472,925,0,0,9,9,0,1,0,grocery,UK,mobile,0
26.92,16.3,1.6511,385,0,3,5,22,1,1,0,electronics,AE,mobile,0
19.87,83.57,0.2378,50,0,1,6,1,1,1,0,grocery,BR,mobile,0
300.06,45.37,6.614,103,0,1,6,20,0,0,0,digital,US,desktop,0
66.91,61.48,1.0884,254,0,1,9,22,1,1,0,food_delivery,DE,mobile,0
3.96,25.69,0.1542,107,1,0,6,14,0,0,0,travel,US,tablet,0
241.26,32.15,7.504,184,0,2,10,10,0,1,0,grocery,FR,pos,1
21.51,37.84,0.5684,432,0,2,5,17,0,0,0,digital,US,desktop,0
28.7,52.92,0.5423,763,0,3,8,20,0,0,1,grocery,US,mobile,0
146.07,49.05,2.9778,790,1,0,10,16,0,1,1,fashion,BR,mobile,0
66.34,41.63,1.5935,32,0,0,4,18,0,0,0,food_delivery,US,mobile,0
248.31,31.44,7.8991,597,0,1,5,11,0,1,0,electronics,SG,desktop,0
29.56,35.41,0.8348,129,0,4,5,8,0,0,0,food_delivery,US,mobile,0
101.5,176.64,0.5747,513,0,0,3,16,0,0,0,travel,US,mobile,0
150.09,107.89,1.3911,182,0,0,7,18,0,0,0,food_delivery,US,mobile,0
246.14,40.26,6.1136,840,0,2,3,22,1,1,0,restaurant,BR,desktop,0
67.75,79.41,0.8532,184,0,0,7,19,0,1,0,restaurant,IN,mobile,0
25.34,52.54,0.4823,117,0,4,5,8,0,1,0,fuel,IN,desktop,0
9.81,28.55,0.3437,145,0,2,6,12,0,1,0,fashion,BR,mobile,0
295.22,108.39,2.7237,298,1,0,4,14,0,1,0,travel,IN,mobile,0
79.25,63.87,1.2408,550,0,0,9,20,0,1,0,fashion,SG,tablet,0
51.33,88.68,0.5789,81,0,0,7,10,0,0,1,travel,US,mobile,0
94.35,71.06,1.3277,785,0,1,6,7,0,0,0,grocery,US,desktop,0
44.7,115.54,0.3869,190,0,2,3,23,1,1,0,restaurant,FR,desktop,0
81.07,50.77,1.5968,592,2,2,5,12,0,1,0,financial,CA,desktop,0
180.03,120.35,1.4959,61,0,0,10,8,0,1,0,restaurant,DE,mobile,0
49.25,89.85,0.5481,225,0,0,9,22,1,0,0,grocery,US,mobile,0
17.76,109.32,0.1624,241,0,3,6,9,0,1,1,food_delivery,AU,tablet,0
65.57,107.2,0.6117,745,0,2,3,11,0,0,0,grocery,US,pos,0
73.01,33.6,2.1729,55,1,2,4,9,0,1,0,fuel,IN,tablet,0
49.15,60.7,0.8097,605,0,0,5,18,0,1,0,travel,FR,mobile,0
173.56,59.05,2.939,498,0,0,7,10,0,1,1,fuel,IN,mobile,0
79.71,75.21,1.0598,1108,0,1,9,9,0,1,0,financial,BR,desktop,0
100.0,48.82,2.0481,282,0,0,6,9,0,1,0,digital,UK,mobile,0
187.36,99.11,1.8905,135,0,1,4,20,0,1,0,fuel,AU,tablet,0
171.19,134.97,1.2684,19,0,0,7,17,0,0,1,casino,US,tablet,0
99.3,159.01,0.6245,649,0,1,8,19,0,1,0,restaurant,UK,mobile,0
166.65,28.34,5.8795,552,0,1,7,11,0,1,0,restaurant,DE,desktop,0
12.8,26.58,0.4815,101,0,1,6,4,1,1,0,travel,IN,mobile,0
18.22,68.64,0.2654,502,0,1,4,13,0,1,0,fashion,IN,desktop,0
31.34,74.17,0.4225,288,0,0,5,21,0,1,0,restaurant,CA,desktop,0
48.66,210.69,0.231,384,0,1,7,15,0,0,0,restaurant,US,mobile,0
38.13,66.63,0.5723,348,0,3,4,11,0,0,0,restaurant,US,desktop,0
123.21,32.98,3.7362,162,0,0,7,15,0,1,0,restaurant,IN,mobile,0
83.94,94.88,0.8847,2,0,1,6,12,0,1,0,restaurant,CA,mobile,0
37.07,321.03,0.1155,585,1,2,11,22,1,1,0,financial,AE,mobile,0
12.68,162.95,0.0778,249,0,0,6,22,1,1,0,digital,CA,mobile,0
45.89,39.95,1.1486,169,1,2,3,10,0,1,0,fuel,FR,mobile,0
344.03,42.49,8.0974,943,0,2,8,18,0,0,0,fuel,US,mobile,0
317.99,75.22,4.2271,818,0,2,8,7,0,1,0,grocery,UK,mobile,0
112.04,70.48,1.5897,1373,0,2,6,18,0,1,1,fuel,UK,tablet,0
72.2,120.69,0.5983,227,0,1,5,0,1,1,1,electronics,IN,tablet,0
148.77,26.58,5.5976,201,0,1,8,8,0,1,0,food_delivery,AU,desktop,0
63.82,115.33,0.5534,1517,0,3,7,16,0,1,0,restaurant,AE,desktop,0
29.47,36.1,0.8163,577,0,2,7,11,0,1,0,financial,AE,desktop,0
39.59,32.41,1.2214,1014,0,5,9,7,0,0,0,digital,US,tablet,0
41.56,77.83,0.5341,553,0,0,10,8,0,0,0,grocery,US,desktop,0
122.82,99.35,1.2363,105,1,0,4,19,0,0,0,financial,US,desktop,0
80.47,48.95,1.6441,275,0,2,8,22,1,0,0,restaurant,US,desktop,0
81.13,53.05,1.5292,331,0,1,5,18,0,1,0,financial,FR,mobile,0
393.33,152.94,2.5717,481,0,2,7,7,0,1,1,electronics,IN,desktop,0
88.07,61.11,1.4412,995,0,0,6,8,0,1,0,restaurant,IN,tablet,0
49.61,72.72,0.6822,611,0,0,8,16,0,1,1,fuel,FR,mobile,0
19.88,93.29,0.2131,164,0,2,6,14,0,0,0,fashion,US,tablet,0
89.68,38.21,2.347,239,0,0,3,14,0,1,1,digital,AE,desktop,0
48.23,53.74,0.8975,90,1,0,10,13,0,0,0,digital,US,mobile,0
47.35,36.06,1.3132,497,0,2,3,11,0,0,0,restaurant,US,mobile,0
15.47,79.86,0.1937,26,0,1,7,6,0,1,0,digital,AU,pos,0
24.52,50.96,0.4811,727,0,0,8,14,0,1,0,fuel,FR,mobile,0
313.67,24.69,12.7054,410,0,2,5,22,1,0,0,restaurant,US,desktop,0
127.67,61.7,2.0694,244,0,0,10,17,0,0,0,restaurant,US,desktop,0
49.63,76.92,0.6452,103,0,2,5,16,0,1,0,digital,UK,mobile,0
33.67,115.14,0.2924,69,0,1,4,19,0,1,1,electronics,DE,mobile,0
41.48,87.71,0.473,222,0,2,6,20,0,1,1,fuel,CA,desktop,0
148.65,45.27,3.2835,225,0,3,8,10,0,0,0,electronics,US,desktop,0
23.09,135.4,0.1705,174,0,4,1,19,0,1,0,digital,AU,mobile,0
88.89,59.41,1.4961,69,0,1,3,20,0,0,0,grocery,US,mobile,0
145.46,60.04,2.4225,225,0,3,6,13,0,0,0,restaurant,US,tablet,0
63.88,64.01,0.9979,201,0,2,6,15,0,1,0,restaurant,UK,mobile,0
41.79,160.7,0.26,1013,0,0,7,18,0,1,0,grocery,AU,tablet,0
159.23,30.71,5.1851,316,0,0,8,19,0,1,0,restaurant,IN,desktop,0
42.6,133.26,0.3197,470,0,0,7,8,0,0,0,food_delivery,US,mobile,0
57.59,57.04,1.0097,144,0,0,5,19,0,1,0,restaurant,UK,desktop,0
58.96,54.98,1.0723,616,1,1,3,4,1,1,0,food_delivery,IN,desktop,0
60.25,78.58,0.7668,345,0,1,5,19,0,1,0,financial,AE,mobile,0
94.59,109.89,0.8608,784,0,0,4,7,0,1,0,restaurant,IN,desktop,0
27.84,146.96,0.1894,1169,0,0,4,11,0,1,0,restaurant,UK,mobile,0
31.78,101.46,0.3132,4,0,2,8,18,0,1,0,grocery,AU,mobile,0
32.5,43.03,0.7553,591,0,1,6,11,0,0,1,travel,US,tablet,0
757.59,89.16,8.4969,583,0,2,7,3,1,0,1,fuel,US,mobile,1
8.73,107.09,0.0816,197,0,0,4,5,1,1,0,fashion,FR,desktop,0
41.0,113.2,0.3622,664,0,1,6,13,0,1,0,food_delivery,DE,mobile,0
33.3,58.16,0.5725,343,0,1,4,16,0,1,1,food_delivery,CA,mobile,0
53.97,34.3,1.5737,79,0,1,3,11,0,0,1,fuel,US,mobile,0
30.84,163.57,0.1885,537,1,2,7,20,0,1,0,financial,IN,desktop,0
169.1,24.1,7.0177,1354,0,2,8,19,0,0,0,financial,US,desktop,0
64.94,142.05,0.4571,301,1,1,9,10,0,1,0,electronics,DE,tablet,0
158.1,82.74,1.9108,120,0,1,9,16,0,0,0,grocery,US,pos,0
9.53,123.37,0.0772,572,0,1,4,17,0,1,0,food_delivery,IN,mobile,0
23.9,130.98,0.1825,19,0,1,6,13,0,1,0,financial,IN,desktop,0
32.11,51.9,0.6186,494,0,0,6,0,1,1,0,fashion,IN,mobile,0
234.97,41.07,5.7218,59,0,2,11,18,0,0,0,travel,US,desktop,0
206.38,44.03,4.687,95,1,0,11,17,0,1,0,restaurant,UK,desktop,0
54.62,34.73,1.5728,221,0,2,8,9,0,1,0,fuel,IN,mobile,0
119.77,36.71,3.2628,915,0,0,4,15,0,0,0,food_delivery,US,mobile,0
13.7,142.08,0.0965,57,0,1,5,18,0,1,0,digital,DE,pos,0
145.0,27.86,5.2051,127,1,2,7,21,0,1,0,grocery,AE,mobile,0
64.96,52.62,1.2347,27,0,3,6,20,0,1,0,grocery,SG,mobile,0
90.51,48.01,1.8853,205,0,1,6,17,0,1,0,restaurant,CA,desktop,0
69.1,104.85,0.6591,609,0,1,4,0,1,1,0,restaurant,FR,desktop,0
117.67,79.84,1.4738,151,0,1,4,19,0,1,1,food_delivery,BR,mobile,0
75.31,35.9,2.0976,562,0,1,7,7,0,1,0,grocery,DE,pos,0
62.65,21.54,2.9081,99,0,1,5,19,0,1,0,food_delivery,IN,desktop,0
56.75,79.37,0.715,198,0,1,2,17,0,0,0,fashion,US,mobile,0
40.29,95.45,0.4221,43,0,1,3,22,1,1,0,travel,FR,tablet,0
43.53,108.37,0.4017,58,0,0,10,14,0,1,1,fuel,UK,tablet,0
28.74,97.08,0.2961,8,1,1,8,13,0,1,0,food_delivery,BR,mobile,0
116.24,58.95,1.9716,56,0,3,6,10,0,1,0,fuel,SG,desktop,0
202.13,89.96,2.2468,1031,0,0,6,8,0,0,0,restaurant,US,mobile,0
42.27,27.65,1.5287,639,0,1,7,3,1,1,0,electronics,CA,mobile,0
23.7,89.83,0.2638,367,1,2,7,22,1,0,0,fuel,US,mobile,0
27.48,69.54,0.3952,200,0,0,5,6,0,0,0,restaurant,US,tablet,0
11.89,68.18,0.1744,518,0,1,8,8,0,1,0,financial,IN,mobile,0
91.8,46.64,1.9685,1402,1,3,9,22,1,1,1,travel,SG,mobile,0
23.33,64.96,0.3591,382,1,2,4,17,0,1,0,grocery,AE,desktop,0
86.19,99.96,0.8622,321,0,1,9,7,0,1,0,food_delivery,IN,mobile,0
62.57,22.08,2.834,200,0,1,5,18,0,1,0,restaurant,UK,mobile,0
53.72,138.85,0.3869,215,0,0,4,18,0,1,0,fuel,IN,tablet,0
43.91,45.35,0.9682,283,0,1,5,14,0,1,0,restaurant,CA,desktop,0
64.97,158.64,0.4096,1308,0,0,7,16,0,1,0,grocery,AU,mobile,0
146.9,34.39,4.272,2,0,2,4,13,0,0,0,restaurant,US,tablet,0
171.65,62.72,2.7367,624,0,1,7,5,1,0,1,fashion,US,mobile,0
26.61,93.94,0.2833,1155,0,0,5,9,0,0,0,restaurant,US,mobile,0
76.98,97.83,0.7868,22,0,0,4,15,0,1,0,grocery,CA,desktop,0
25.32,186.8,0.1356,522,0,3,9,6,0,1,0,restaurant,DE,desktop,0
67.77,37.65,1.8001,124,1,0,6,19,0,0,0,restaurant,US,tablet,0
1.93,144.62,0.0133,139,0,0,9,21,0,1,0,fashion,DE,mobile,0
23.89,23.92,0.999,233,0,2,8,9,0,1,0,restaurant,IN,mobile,0
206.68,96.27,2.1468,165,0,3,7,9,0,1,0,fashion,UK,desktop,1
3.97,73.63,0.0539,435,0,2,3,11,0,1,0,fuel,UK,mobile,0
307.06,69.96,4.3894,185,0,0,4,18,0,1,0,restaurant,DE,desktop,0
165.12,130.29,1.2673,120,1,1,6,10,0,0,0,food_delivery,US,mobile,0
75.3,34.75,2.167,535,0,0,7,2,1,1,0,electronics,CA,mobile,0
251.01,49.9,5.0302,432,0,1,3,9,0,1,1,travel,AU,mobile,0
19.21,32.99,0.5823,151,0,0,4,6,0,0,0,fuel,US,mobile,0
26.92,103.75,0.2595,574,0,3,10,0,1,1,0,restaurant,DE,mobile,0
77.16,84.54,0.9127,662,1,0,6,7,0,1,0,fashion,IN,desktop,0
34.41,50.62,0.6798,321,0,1,8,10,0,1,0,financial,IN,tablet,0
15.88,30.68,0.5178,145,0,1,4,18,0,0,1,fuel,US,mobile,0
209.31,79.93,2.6186,727,0,1,3,18,0,1,0,electronics,IN,mobile,0
72.12,60.26,1.1968,910,0,2,7,16,0,1,0,fuel,FR,desktop,0
41.66,83.26,0.5004,206,0,2,11,14,0,0,1,financial,US,desktop,0
95.44,48.74,1.9582,58,0,0,2,3,1,1,0,restaurant,IN,tablet,0
57.83,58.34,0.9913,1049,0,1,6,18,0,1,1,fuel,UK,desktop,0
99.66,72.5,1.3748,1298,1,0,4,12,0,0,0,fuel,US,tablet,0
78.38,56.66,1.3831,565,0,0,4,10,0,1,0,travel,AE,desktop,0
13.24,22.47,0.5891,217,0,2,4,17,0,1,0,travel,DE,mobile,0
114.13,66.52,1.7159,22,0,0,2,7,0,1,0,food_delivery,DE,mobile,0
41.45,22.55,1.8378,1533,0,0,7,19,0,1,0,food_delivery,IN,desktop,0
49.51,29.48,1.6796,233,0,1,6,17,0,0,0,fuel,US,tablet,0
85.09,39.74,2.1411,236,0,3,3,9,0,1,0,grocery,CA,desktop,0
49.93,27.64,1.8063,519,0,1,7,10,0,0,0,digital,US,mobile,0
17.49,205.21,0.0852,1013,0,0,8,13,0,1,0,restaurant,FR,mobile,0
104.48,52.93,1.9739,473,0,2,6,19,0,0,0,grocery,US,mobile,0
120.63,103.59,1.1645,8,0,0,7,9,0,1,0,grocery,DE,mobile,0
23.16,108.0,0.2145,49,0,2,6,13,0,1,0,fuel,IN,tablet,0
20.99,32.75,0.6409,362,0,0,7,14,0,1,0,fuel,IN,pos,0
27.56,11.57,2.3813,132,0,0,4,18,0,1,0,electronics,AE,mobile,0
107.58,63.43,1.696,774,0,0,9,9,0,1,1,electronics,AE,mobile,0
32.92,63.95,0.5147,342,0,0,11,23,1,0,0,grocery,US,mobile,0
70.44,139.87,0.5036,255,0,2,7,4,1,1,0,restaurant,CA,mobile,0
332.7,54.34,6.1228,45,0,0,2,8,0,0,0,financial,US,desktop,0
73.22,76.72,0.9544,253,0,1,0,12,0,1,0,food_delivery,UK,mobile,0
56.25,106.59,0.5277,9,0,2,6,13,0,1,0,digital,BR,tablet,0
39.13,95.08,0.4115,322,0,1,4,10,0,0,0,grocery,US,mobile,0
175.96,84.05,2.0935,298,0,1,3,15,0,1,0,financial,DE,mobile,0
86.4,115.19,0.75,112,0,0,3,17,0,1,0,digital,UK,desktop,0
48.43,55.98,0.865,52,0,1,7,9,0,1,0,fuel,IN,mobile,0
23.61,85.83,0.275,346,0,3,7,8,0,1,0,travel,AU,desktop,0
16.43,56.57,0.2905,579,0,2,8,20,0,1,0,restaurant,DE,mobile,0
120.37,62.57,1.9238,1316,0,2,3,6,0,1,0,electronics,BR,desktop,0
52.36,84.45,0.6201,141,0,1,9,20,0,0,0,food_delivery,US,mobile,0
105.06,100.18,1.0487,941,0,0,4,21,0,0,0,fuel,US,tablet,0
25.15,68.64,0.3665,89,0,1,6,0,1,1,0,grocery,UK,mobile,0
327.5,31.86,10.2782,67,0,1,6,20,0,1,0,restaurant,BR,mobile,0
34.92,63.84,0.547,337,0,2,6,13,0,1,0,travel,FR,mobile,0
35.79,85.1,0.4206,255,0,0,5,20,0,1,0,travel,IN,mobile,0
124.15,61.55,2.0171,215,0,1,3,12,0,1,0,fuel,BR,mobile,0
148.07,56.23,2.6335,128,0,0,7,10,0,1,0,casino,CA,tablet,0
19.54,138.79,0.1408,530,0,3,1,11,0,1,0,grocery,UK,desktop,0
15.25,54.3,0.2809,125,0,2,6,16,0,0,0,grocery,US,pos,0
66.65,41.13,1.6203,31,0,2,5,20,0,1,0,restaurant,UK,mobile,0
63.9,54.37,1.1754,92,0,3,8,9,0,0,0,food_delivery,US,desktop,0
80.72,94.7,0.8523,644,0,2,8,15,0,0,1,food_delivery,US,mobile,0
169.04,83.0,2.0367,154,0,1,4,10,0,1,0,food_delivery,CA,mobile,0
163.65,31.1,5.2627,644,0,0,5,13,0,1,1,digital,AE,tablet,0
28.39,127.41,0.2228,177,1,1,5,17,0,1,0,fuel,DE,pos,0
213.17,62.24,3.4248,79,0,1,8,11,0,0,0,restaurant,US,desktop,0
53.47,74.34,0.7192,424,1,1,7,18,0,0,0,electronics,US,mobile,0
36.29,94.58,0.3837,44,0,0,3,17,0,0,0,restaurant,US,tablet,0
97.5,131.61,0.7408,265,0,1,8,6,0,0,0,fashion,US,desktop,0
132.5,98.56,1.3443,411,0,0,7,8,0,0,0,grocery,US,mobile,0
75.44,48.06,1.5698,23,0,2,8,14,0,1,0,restaurant,DE,mobile,0
140.86,39.32,3.5826,337,0,1,5,7,0,0,0,fuel,US,mobile,0
48.08,38.05,1.2639,119,0,1,12,20,0,0,0,grocery,US,pos,0
395.27,51.75,7.6386,537,0,1,6,19,0,1,0,casino,AE,mobile,0
41.69,57.06,0.7307,1,0,0,5,18,0,1,0,grocery,DE,mobile,0
96.91,49.99,1.9386,27,0,1,2,7,0,1,0,financial,UK,mobile,0
66.53,57.26,1.1619,291,1,2,6,4,1,1,0,grocery,IN,tablet,0
80.96,72.89,1.1106,292,0,1,10,21,0,1,1,digital,SG,mobile,0
28.69,19.63,1.4617,632,0,0,10,10,0,1,0,fashion,UK,mobile,0
87.31,31.03,2.8133,341,0,2,5,9,0,0,0,grocery,US,mobile,0
339.9,93.23,3.6459,733,0,2,10,11,0,1,0,restaurant,UK,mobile,0
13.43,86.52,0.1552,139,1,2,7,16,0,1,0,restaurant,IN,tablet,0
91.3,72.77,1.2547,332,0,2,9,19,0,1,0,food_delivery,AE,pos,0
59.04,103.93,0.5681,517,0,3,6,9,0,1,0,grocery,IN,mobile,0
196.88,40.31,4.8842,514,1,3,4,13,0,1,0,restaurant,FR,desktop,0
265.03,38.79,6.8317,92,1,0,2,11,0,1,1,travel,BR,mobile,0
55.85,41.2,1.3556,607,0,0,8,9,0,0,0,electronics,US,pos,0
66.99,43.61,1.5362,161,0,1,8,14,0,1,0,fuel,AE,mobile,0
326.81,89.13,3.6666,770,1,0,6,3,1,1,0,grocery,IN,tablet,0
361.32,95.71,3.7753,1030,0,2,6,9,0,1,0,fashion,BR,mobile,0
455.41,84.07,5.4169,696,0,0,5,4,1,1,0,restaurant,UK,mobile,1
37.12,57.81,0.6421,189,0,0,6,5,1,1,0,electronics,IN,mobile,0
36.24,62.44,0.5803,141,0,0,3,0,1,0,0,restaurant,US,mobile,0
179.23,35.43,5.0587,125,0,1,7,19,0,0,1,casino,US,mobile,0
145.98,46.58,3.134,1604,0,0,6,19,0,1,0,fashion,DE,mobile,0
72.65,25.74,2.8221,112,0,0,10,10,0,0,0,fashion,US,mobile,0
221.45,127.7,1.7341,418,0,2,11,15,0,0,0,digital,US,tablet,0
24.87,47.84,0.5198,36,0,3,11,9,0,1,1,casino,IN,mobile,0
37.26,68.71,0.5423,351,0,0,4,1,1,0,0,food_delivery,US,mobile,0
48.33,121.8,0.3968,164,0,1,6,13,0,1,0,fashion,IN,desktop,0
100.08,142.28,0.7034,222,0,2,6,7,0,0,1,digital,US,desktop,0
178.25,63.07,2.8263,39,0,0,9,14,0,0,0,grocery,US,tablet,0
86.31,75.89,1.1372,608,0,1,7,10,0,1,0,food_delivery,DE,tablet,0
22.25,27.02,0.8234,70,0,1,6,18,0,0,0,travel,US,tablet,0
159.02,62.9,2.5279,86,0,3,6,16,0,0,0,fashion,US,desktop,0
87.67,206.35,0.4249,99,0,1,1,14,0,0,0,digital,US,tablet,0
66.54,42.04,1.5829,17,0,0,7,9,0,0,0,travel,US,desktop,0
24.62,122.02,0.2018,170,0,1,6,9,0,0,0,travel,US,desktop,0
33.19,65.36,0.5078,768,0,2,6,20,0,1,0,financial,DE,mobile,0
38.14,72.98,0.5226,225,0,0,8,11,0,1,1,travel,IN,mobile,0
197.46,168.2,1.174,273,0,0,6,7,0,0,0,restaurant,US,desktop,0
169.36,17.89,9.4684,294,0,2,3,12,0,1,0,grocery,IN,mobile,0
24.23,93.76,0.2584,216,0,1,4,16,0,1,0,fuel,BR,tablet,0
160.29,86.69,1.849,165,0,1,7,2,1,1,0,restaurant,IN,tablet,0
92.71,66.79,1.3881,250,0,0,8,10,0,1,0,travel,AE,mobile,0
32.52,61.41,0.5295,101,0,0,6,20,0,0,0,digital,US,desktop,0
73.36,65.82,1.1146,203,0,0,4,22,1,1,0,restaurant,UK,mobile,0
229.25,205.07,1.1179,608,0,0,9,17,0,1,0,financial,IN,desktop,0
19.84,30.77,0.6448,26,0,1,9,23,1,1,0,food_delivery,UK,mobile,0
73.62,52.77,1.3953,104,0,2,3,7,0,1,1,casino,IN,desktop,0
28.61,126.15,0.2268,87,0,3,2,18,0,1,0,grocery,IN,pos,0
107.47,65.95,1.6297,55,0,1,5,21,0,1,0,fuel,CA,mobile,0
18.49,121.86,0.1517,530,0,1,5,17,0,0,0,electronics,US,mobile,0
46.45,91.73,0.5064,220,0,1,2,20,0,1,0,food_delivery,UK,mobile,0
38.99,25.97,1.5013,94,0,1,7,17,0,0,0,financial,US,desktop,0
57.42,99.94,0.5746,1144,0,2,8,16,0,0,0,financial,US,desktop,0
48.02,73.79,0.6508,5,0,3,9,18,0,1,0,restaurant,IN,mobile,0
155.85,85.01,1.8333,1020,0,2,5,12,0,1,0,fuel,DE,desktop,0
26.47,48.99,0.5403,332,0,2,5,12,0,1,0,travel,CA,desktop,0
129.56,55.34,2.3411,634,0,1,8,6,0,1,0,grocery,DE,desktop,0
83.02,57.3,1.4488,259,0,0,4,22,1,1,0,financial,DE,desktop,0
114.72,50.73,2.2615,341,0,1,8,5,1,1,0,food_delivery,IN,tablet,0
13.12,67.6,0.194,152,0,1,2,23,1,0,1,digital,US,tablet,0
71.15,96.63,0.7363,189,0,0,4,5,1,1,0,financial,DE,mobile,0
227.42,49.06,4.6352,960,0,0,7,22,1,0,0,grocery,US,mobile,0
86.55,68.12,1.2705,1009,0,1,5,12,0,1,1,fuel,AU,mobile,0
86.55,88.13,0.9821,386,0,1,5,22,1,1,0,electronics,AU,pos,0
76.17,60.94,1.2498,366,0,0,5,16,0,0,0,digital,US,desktop,0
98.13,74.73,1.3131,499,0,1,8,11,0,0,0,food_delivery,US,pos,0
21.05,63.59,0.3311,344,0,0,5,6,0,1,0,grocery,IN,mobile,0
38.33,40.46,0.9474,274,0,2,4,18,0,0,1,electronics,US,mobile,0
16.01,58.08,0.2757,252,1,2,4,16,0,0,0,restaurant,US,pos,0
6.78,64.46,0.1052,136,0,0,5,13,0,1,0,restaurant,IN,desktop,0
67.72,16.19,4.1817,133,0,2,6,15,0,1,0,casino,FR,desktop,0
51.73,19.48,2.656,11,0,1,5,9,0,0,0,grocery,US,tablet,0
64.34,47.96,1.3417,216,0,0,7,17,0,1,0,grocery,SG,mobile,0
74.88,32.26,2.3209,726,1,1,5,15,0,1,0,restaurant,UK,mobile,0
24.39,42.53,0.5736,488,0,1,5,5,1,1,0,digital,FR,tablet,0
11.76,31.27,0.3762,416,0,2,8,20,0,0,0,grocery,US,desktop,0
49.8,71.08,0.7006,898,0,0,2,15,0,0,0,grocery,US,mobile,0
39.8,127.41,0.3123,151,0,1,5,21,0,0,0,restaurant,US,mobile,0
209.97,125.23,1.6766,516,0,5,4,15,0,1,1,electronics,CA,desktop,0
24.91,20.85,1.1946,365,0,1,6,22,1,1,0,grocery,BR,desktop,0
132.7,68.35,1.9415,767,0,0,4,17,0,0,1,food_delivery,US,mobile,0
25.59,81.62,0.3135,364,0,2,9,8,0,1,0,digital,IN,mobile,0
38.4,42.35,0.9068,423,1,1,0,20,0,1,1,fashion,IN,mobile,0
32.8,72.67,0.4514,20,0,1,7,8,0,0,0,grocery,US,desktop,0
17.19,58.08,0.296,79,0,0,5,12,0,1,0,fuel,SG,pos,0
25.72,149.37,0.1722,358,0,2,9,20,0,1,0,restaurant,DE,mobile,0
101.77,47.86,2.1262,44,0,0,9,11,0,1,1,fuel,IN,mobile,0
85.07,42.16,2.018,162,0,0,5,0,1,0,0,food_delivery,US,mobile,0
82.82,158.75,0.5217,521,0,2,8,6,0,0,0,grocery,US,tablet,0
